mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.8,"15 km ESE of Minto, Alaska",1650554565425,1650555216564,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253tpu5k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253tpu5k&format=geojson,,,,,automatic,0,50,ak,02253tpu5k,",ak02253tpu5k,",",ak,",",origin,phase-data,",,,1.11,,ml,earthquake,"M 1.8 - 15 km ESE of Minto, Alaska"
-0.33,"16 km NE of Milford, Utah",1650554535540,1650563187270,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493212&format=geojson,,,,,reviewed,0,0,uu,60493212,",uu60493212,",",uu,",",origin,phase-data,",9.0,0.00309,0.07,71.0,md,earthquake,"M -0.3 - 16 km NE of Milford, Utah"
-0.33,"16 km NE of Milford, Utah",1650553915800,1650555878760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493207&format=geojson,,,,,reviewed,0,0,uu,60493207,",uu60493207,",",uu,",",origin,phase-data,",7.0,0.004518,0.13,122.0,md,earthquake,"M -0.3 - 16 km NE of Milford, Utah"
0.75,"5km SW of Palomar Observatory, CA",1650553488620,1650581685666,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243120&format=geojson,,,,,reviewed,0,9,ci,40243120,",ci40243120,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.04238,0.16,44.0,ml,earthquake,"M 0.8 - 5km SW of Palomar Observatory, CA"
-0.07,"15 km NE of Milford, Utah",1650553180520,1650561739270,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493197&format=geojson,,,,,reviewed,0,0,uu,60493197,",uu60493197,",",uu,",",origin,phase-data,",5.0,0.00537,0.11,148.0,md,earthquake,"M -0.1 - 15 km NE of Milford, Utah"
1.5,"60 km E of Port Alsworth, Alaska",1650552967943,1650553156891,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253tblzu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253tblzu&format=geojson,,,,,automatic,0,35,ak,02253tblzu,",ak02253tblzu,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.5 - 60 km E of Port Alsworth, Alaska"
1.85000002,"4 km S of P?hala, Hawaii",1650552931620,1650553133180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991552,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991552&format=geojson,,,,,automatic,0,53,hv,72991552,",hv72991552,",",hv,",",origin,phase-data,",36.0,,0.129999995,155.0,md,earthquake,"M 1.9 - 4 km S of P?hala, Hawaii"
0.85,"8km WNW of Cobb, CA",1650552907940,1650556215912,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721255&format=geojson,,,,,automatic,0,11,nc,73721255,",nc73721255,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01377,0.01,79.0,md,earthquake,"M 0.9 - 8km WNW of Cobb, CA"
0.63,"6km E of Mammoth Lakes, CA",1650552509850,1650584845678,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721250,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721250&format=geojson,,,,,reviewed,0,6,nc,73721250,",nc73721250,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.007445,0.02,68.0,md,earthquake,"M 0.6 - 6km E of Mammoth Lakes, CA"
1.3,"16 km E of Minto, Alaska",1650552231209,1650553156155,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253t8x0a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253t8x0a&format=geojson,,,,,automatic,0,26,ak,02253t8x0a,",ak02253t8x0a,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.3 - 16 km E of Minto, Alaska"
1.25,"2km N of Palomar Observatory, CA",1650552141490,1650580906730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243104&format=geojson,,,,,reviewed,0,24,ci,40243104,",ci40243104,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.01687,0.17,37.0,ml,earthquake,"M 1.3 - 2km N of Palomar Observatory, CA"
1.1,"17 km E of Minto, Alaska",1650552017044,1650552936377,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253t878u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253t878u&format=geojson,,,,,automatic,0,19,ak,02253t878u,",ak02253t878u,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.1 - 17 km E of Minto, Alaska"
1.3,"58 km N of Chase, Alaska",1650551546453,1650551726455,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253t6i8l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253t6i8l&format=geojson,,,,,automatic,0,26,ak,02253t6i8l,",ak02253t6i8l,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.3 - 58 km N of Chase, Alaska"
2.13,"21km SSW of San Pedro, CA",1650551484800,1650577400690,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243088&format=geojson,,,,,reviewed,0,70,ci,40243088,",ci40243088,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.1634,0.24,75.0,ml,earthquake,"M 2.1 - 21km SSW of San Pedro, CA"
1.29,"10km NNW of Big Bear City, CA",1650551400420,1650575690763,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243080&format=geojson,,,,,reviewed,0,26,ci,40243080,",ci40243080,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.04821,0.14,53.0,ml,quarry blast,"M 1.3 Quarry Blast - 10km NNW of Big Bear City, CA"
0.84,"7km NW of The Geysers, CA",1650551119690,1650553095601,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721245,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721245&format=geojson,,,,,automatic,0,11,nc,73721245,",nc73721245,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.004871,0.03,80.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA"
1.5,"30 km E of Clear, Alaska, Alaska",1650549378028,1650551725671,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253sq75v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253sq75v&format=geojson,,,,,automatic,0,35,ak,02253sq75v,",ak02253sq75v,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 1.5 - 30 km E of Clear, Alaska, Alaska"
1.92999995,"6 km ENE of P?hala, Hawaii",1650548279090,1650548471240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991507&format=geojson,,,,,automatic,0,57,hv,72991507,",hv72991507,",",hv,",",origin,phase-data,",37.0,,0.119999997,133.0,md,earthquake,"M 1.9 - 6 km ENE of P?hala, Hawaii"
0.5,"27 km WNW of Hebgen Lake Estates, Montana",1650548245360,1650551966220,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543704&format=geojson,,,,,reviewed,0,4,mb,80543704,",mb80543704,",",mb,",",origin,phase-data,",11.0,0.076,0.21,135.0,ml,earthquake,"M 0.5 - 27 km WNW of Hebgen Lake Estates, Montana"
1.74,"9 km SE of Marysvale, Utah",1650548126770,1650553291950,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493162&format=geojson,,,,,reviewed,0,47,uu,60493162,",uu60493162,",",uu,",",origin,phase-data,",22.0,0.1272,0.18,100.0,ml,earthquake,"M 1.7 - 9 km SE of Marysvale, Utah"
0.5,"1 km SE of Gardnerville, Nevada",1650547575057,1650572973408,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837624,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837624&format=geojson,,,,,reviewed,0,4,nn,00837624,",nn00837624,",",nn,",",origin,phase-data,",5.0,0.025,0.0699,132.76,ml,earthquake,"M 0.5 - 1 km SE of Gardnerville, Nevada"
4.5,"28 km W of Masachapa, Nicaragua",1650547198711,1650555929040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf9h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hf9h&format=geojson,,,,,reviewed,0,312,us,6000hf9h,",us6000hf9h,",",us,",",origin,phase-data,",,0.609,0.86,146.0,mb,earthquake,"M 4.5 - 28 km W of Masachapa, Nicaragua"
0.26,"23 km WNW of Hebgen Lake Estates, Montana",1650547110970,1650552941380,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543714&format=geojson,,,,,reviewed,0,1,mb,80543714,",mb80543714,",",mb,",",origin,phase-data,",8.0,0.031,0.12,200.0,ml,earthquake,"M 0.3 - 23 km WNW of Hebgen Lake Estates, Montana"
4.4,Banda Sea,1650547052050,1650555543040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf9g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hf9g&format=geojson,,,,,reviewed,0,298,us,6000hf9g,",us6000hf9g,",",us,",",origin,phase-data,",,1.847,0.75,91.0,mb,earthquake,M 4.4 - Banda Sea
2.1,"37 km E of Pedro Bay, Alaska",1650546969753,1650549383996,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253shlwf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253shlwf&format=geojson,,,,,automatic,0,68,ak,02253shlwf,",ak02253shlwf,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 2.1 - 37 km E of Pedro Bay, Alaska"
0.78,"10km S of Idyllwild, CA",1650545912420,1650546662156,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243064&format=geojson,,,,,reviewed,0,9,ci,40243064,",ci40243064,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.05943,0.12,83.0,ml,earthquake,"M 0.8 - 10km S of Idyllwild, CA"
5.0,Kuril Islands,1650544735362,1650552685040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hf98&format=geojson,,,,,reviewed,0,385,us,6000hf98,",us6000hf98,",",us,",",origin,phase-data,",,6.999,1.12,68.0,mww,earthquake,M 5.0 - Kuril Islands
0.9,"52 km SSE of Denali National Park, Alaska",1650544222819,1650545259484,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253rz7bd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253rz7bd&format=geojson,,,,,automatic,0,12,ak,02253rz7bd,",ak02253rz7bd,",",ak,",",origin,phase-data,",,,1.16,,ml,earthquake,"M 0.9 - 52 km SSE of Denali National Park, Alaska"
4.9,"30 km S of Singkil, Indonesia",1650544084249,1650545545040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hf95,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hf95&format=geojson,,,,,reviewed,0,369,us,6000hf95,",us6000hf95,",",us,",",origin,phase-data,",,0.747,0.77,112.0,mb,earthquake,"M 4.9 - 30 km S of Singkil, Indonesia"
1.15,"16 km SW of Atka, Alaska",1650543870860,1650579558620,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055568,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055568&format=geojson,,,,,reviewed,0,20,av,91055568,",av91055568,",",av,",",origin,phase-data,",6.0,,0.11,333.0,ml,earthquake,"M 1.2 - 16 km SW of Atka, Alaska"
1.95,"4km NNW of Frazier Park, CA",1650543613790,1651094972110,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243040&format=geojson,1.0,2.2,,,reviewed,0,59,ci,40243040,",ci40243040,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.07018,0.2,42.0,ml,earthquake,"M 2.0 - 4km NNW of Frazier Park, CA"
1.4,"10 km SW of Point MacKenzie, Alaska",1650543161300,1650543277677,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253rvduq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253rvduq&format=geojson,,,,,automatic,0,30,ak,02253rvduq,",ak02253rvduq,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.4 - 10 km SW of Point MacKenzie, Alaska"
1.19,"6km NE of Imperial, CA",1650542662700,1650576501555,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243016&format=geojson,,,,,reviewed,0,22,ci,40243016,",ci40243016,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03263,0.18,78.0,ml,earthquake,"M 1.2 - 6km NE of Imperial, CA"
0.32,"71 km N of Karluk, Alaska",1650542551530,1650580020680,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055578&format=geojson,,,,,reviewed,0,2,av,91055578,",av91055578,",",av,",",origin,phase-data,",6.0,,0.07,284.0,ml,earthquake,"M 0.3 - 71 km N of Karluk, Alaska"
1.86,"28km NE of North Fork, CA",1650541455680,1650591197304,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721235,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721235&format=geojson,,,,,reviewed,0,53,nc,73721235,",nc73721235,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.0954,0.28,101.0,md,earthquake,"M 1.9 - 28km NE of North Fork, CA"
2.77,"25 km NNE of San Juan, Puerto Rico",1650541403180,1650547183560,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345348,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345348&format=geojson,,,,,reviewed,0,118,pr,71345348,",pr71345348,",",pr,",",origin,phase-data,",12.0,,0.33,243.0,md,earthquake,"M 2.8 - 25 km NNE of San Juan, Puerto Rico"
0.8,"35 km SSW of Glacier View, Alaska",1650541363848,1650541742499,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253rgdwh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253rgdwh&format=geojson,,,,,automatic,0,10,ak,02253rgdwh,",ak02253rgdwh,",",ak,",",origin,phase-data,",,,1.55,,ml,earthquake,"M 0.8 - 35 km SSW of Glacier View, Alaska"
2.17,Mona Passage,1650541317560,1650545567410,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345343&format=geojson,,,,,reviewed,0,72,pr,71345343,",pr71345343,",",pr,",",origin,phase-data,",4.0,,0.05,210.0,md,earthquake,M 2.2 - Mona Passage
1.4,"14 km ESE of Minto, Alaska",1650540790494,1650541571152,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253redws,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253redws&format=geojson,,,,,automatic,0,30,ak,02253redws,",ak02253redws,",",ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.4 - 14 km ESE of Minto, Alaska"
3.2,"43 km NNE of Vieques, Puerto Rico",1650540626540,1651134006040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345338,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345338&format=geojson,,,,,reviewed,0,158,pr,71345338,",us6000hf96,pr71345338,",",us,pr,",",origin,phase-data,",16.0,,0.27,245.0,md,earthquake,"M 3.2 - 43 km NNE of Vieques, Puerto Rico"
1.64,"9 km SSE of La Parguera, Puerto Rico",1650540514720,1650543601310,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345333,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345333&format=geojson,,,,,reviewed,0,41,pr,71345333,",pr71345333,",",pr,",",origin,phase-data,",3.0,,0.06,259.0,md,earthquake,"M 1.6 - 9 km SSE of La Parguera, Puerto Rico"
1.8,"41 km SE of Knik River, Alaska",1650540073643,1650541005583,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253rbtfl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253rbtfl&format=geojson,,,,,automatic,0,50,ak,02253rbtfl,",ak02253rbtfl,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.8 - 41 km SE of Knik River, Alaska"
-0.64,"87 km NNW of Karluk, Alaska",1650540065440,1650578780500,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055563,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055563&format=geojson,,,,,reviewed,0,0,av,91055563,",av91055563,",",av,",",origin,phase-data,",5.0,,0.26,138.0,ml,earthquake,"M -0.6 - 87 km NNW of Karluk, Alaska"
2.03,"1 km NNE of La Parguera, Puerto Rico",1650539667690,1650542331870,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345328&format=geojson,,,,,reviewed,0,63,pr,71345328,",pr71345328,",",pr,",",origin,phase-data,",3.0,,0.07,165.0,md,earthquake,"M 2.0 - 1 km NNE of La Parguera, Puerto Rico"
0.71,"83 km W of Adak, Alaska",1650539362490,1650574697680,,https://earthquake.usgs.gov/earthquakes/eventpage/av91542516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91542516&format=geojson,,,,,reviewed,0,8,av,91542516,",av91542516,",",av,",",origin,phase-data,",4.0,,0.15,228.0,ml,earthquake,"M 0.7 - 83 km W of Adak, Alaska"
1.1,"17 km E of Minto, Alaska",1650539057069,1650540300842,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253r86n9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253r86n9&format=geojson,,,,,automatic,0,19,ak,02253r86n9,",ak02253r86n9,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.1 - 17 km E of Minto, Alaska"
1.1,"7 km SW of Point MacKenzie, Alaska",1650538903176,1650539054965,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253r7lid,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253r7lid&format=geojson,,,,,automatic,0,19,ak,02253r7lid,",ak02253r7lid,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.1 - 7 km SW of Point MacKenzie, Alaska"
1.3,"16 km NNW of Meadow Lakes, Alaska",1650538374548,1650539057230,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253qx4b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253qx4b2&format=geojson,,,,,automatic,0,26,ak,02253qx4b2,",ak02253qx4b2,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.3 - 16 km NNW of Meadow Lakes, Alaska"
0.59,"8km WSW of Anza, CA",1650538267980,1650575302326,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243008&format=geojson,,,,,reviewed,0,5,ci,40243008,",ci40243008,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.04564,0.12,37.0,ml,earthquake,"M 0.6 - 8km WSW of Anza, CA"
1.9,"26 km E of Cordova, Alaska",1650537995567,1650538973572,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253qvskd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253qvskd&format=geojson,,,,,automatic,0,56,ak,02253qvskd,",ak02253qvskd,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.9 - 26 km E of Cordova, Alaska"
1.37,"1km N of Murrieta, CA",1650537944660,1650546756420,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243000&format=geojson,,,,,reviewed,0,29,ci,40243000,",ci40243000,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.0376,0.21,87.0,ml,earthquake,"M 1.4 - 1km N of Murrieta, CA"
0.69,"1km NE of Yucaipa, CA",1650537874120,1650574980608,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40242992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40242992&format=geojson,,,,,reviewed,0,7,ci,40242992,",ci40242992,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.07987,0.15,61.0,ml,earthquake,"M 0.7 - 1km NE of Yucaipa, CA"
1.90999997,"1 km E of P?hala, Hawaii",1650537753860,1650537940580,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991372&format=geojson,,,,,automatic,0,56,hv,72991372,",hv72991372,",",hv,",",origin,phase-data,",39.0,,0.170000002,100.0,md,earthquake,"M 1.9 - 1 km E of P?hala, Hawaii"
3.92,"12 km E of La Romana, Dominican Republic",1650537583320,1650544968169,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022111000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022111000&format=geojson,1.0,2.2,,,reviewed,0,237,pr,2022111000,",pr2022111000,us6000hf8m,",",pr,us,",",dyfi,origin,phase-data,",23.0,0.4833,0.15,184.0,md,earthquake,"M 3.9 - 12 km E of La Romana, Dominican Republic"
1.82,"11 km ESE of Canadian, Oklahoma",1650537297649,1650550573532,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022htuh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022htuh&format=geojson,,,,,reviewed,0,51,ok,2022htuh,",ok2022htuh,",",ok,",",origin,phase-data,",55.0,0.09358163609,0.23,86.0,ml,earthquake,"M 1.8 - 11 km ESE of Canadian, Oklahoma"
1.5,"22 km WNW of Nikiski, Alaska",1650537229254,1650537407373,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253qt1ae,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253qt1ae&format=geojson,,,,,automatic,0,35,ak,02253qt1ae,",ak02253qt1ae,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.5 - 22 km WNW of Nikiski, Alaska"
